AGNO_EVAL;RBD;DGV_RBD;NOM_RBD;COD_REG_RBD;COD_PRO_RBD;COD_COM_RBD;NOM_COM_RBD;COD_DEPROV_RBD;NOM_DEPROV_RBD;COD_DEPE;COD_DEPE2;RURAL_RBD;MRUN;DOC_GENERO;DOC_FEC_NAC;NIVEL;PF_PJE;PF_ESC;PF_Cat_Carrera;INSTR_PJE;INSTR_ESC
2019;11261;5;ESCUELA DIGNA CAMILO;6;62;6201;PICHILEMU;63;CARDENAL CARO;2;1;0;16167612;2;198305;3;2,7;C;B;3,02;D
2019;26025;8;COLEGIO SANTA BARBARA COLLEGE;13;131;13105;EL BOSQUE;132;SANTIAGO SUR;3;2;0;18561687;2;198306;2;2,4;B;C;-1;N/A
2019;10091;9;ESCUELA PROFESORA GLADYS VALENZUELA V;13;131;13117;LO PRADO;134;SANTIAGO PONIENTE;6;5;0;16356585;2;198307;5;2,35;B;C;2,71;C
2019;10420;5;ESCUELA MANUEL SEGOVIA MONTENEGRO;13;133;13302;LAMPA;137;SANTIAGO NORTE;1;1;0;1952947;2;198308;3;2,2;B;D;2,42;B
2019;3642;0;INSTITUTO TÉCNICO MABEL CONDEMARÍN GRIMBERG;16;161;16101;CHILLÁN;81;ÑUBLE;5;4;0;1001331;2;198310;4;3,05;D;A;-1;N/A
2019;10216;4;ESC. BASICA MONSERRAT ROBERT DE GARCIA;13;131;13128;RENCA;134;SANTIAGO PONIENTE;1;1;0;3486723;2;198310;2;2,15;B;D;2,39;B
2019;10758;1;ESCUELA MALLOCO;13;136;13605;PEÑAFLOR;135;TALAGANTE;2;1;0;24747173;1;198310;3;2,7;C;B;3,12;D
2019;4951;4;LICEO CARLOS COUSIÑO GOYENECHEA;8;81;8106;LOTA;83;CONCEPCIÓN;2;1;0;6172665;1;198302;5;2,55;C;B;2,63;C
2019;178;3;LICEO TECNICO PROFESIONAL COLCHANE;1;14;1403;COLCHANE;11;IQUIQUE;2;1;1;20389988;1;198303;4;2,5;B;C;2,6;C
2019;4724;4;ESCUELA BASICA LA DAMA BLANCA;8;81;8110;TALCAHUANO;83;CONCEPCIÓN;2;1;0;12379122;2;198206;5;2,3;B;C;2,98;C
2019;1714;0;ESCUELA SANTA MARIA DE AGUA SANTA;5;51;5109;VIÑA DEL MAR;53;VALPARAÍSO;1;1;0;14631970;2;198303;5;2,63;C;B;2,68;C
2019;4723;6;ESCUELA MEXICO ESTADO DE GUERRERO;8;81;8110;TALCAHUANO;83;CONCEPCIÓN;2;1;0;9824817;2;198305;2;2,75;C;B;3,15;D
2019;4672;8;LICEO TÉCNICO PROFESIONAL JORGE SÁNCHEZ UGARTE;8;81;8101;CONCEPCIÓN;83;CONCEPCIÓN;3;2;0;16132034;2;198304;2;2,4;B;C;-1;N/A
2019;11677;7;ESCUELA ANDRES ALCAZAR;8;83;8304;LAJA;82;BIOBÍO;2;1;0;4051511;2;198303;2;2,15;B;D;2,49;B
2019;5001;6;ESCUELA ARTURO HUGHES CERNA;8;81;8102;CORONEL;83;CONCEPCIÓN;2;1;0;15988909;2;198307;5;1,8;I;E;2,38;B
2019;4562;4;LICEO SAN PEDRO;8;81;8108;SAN PEDRO DE LA PAZ;83;CONCEPCIÓN;2;1;0;1136822;2;198307;4;2,45;B;C;2,57;C
2019;4754;6;ESCUELA BASICA CERRO SAN FRANCISCO;8;81;8110;TALCAHUANO;83;CONCEPCIÓN;2;1;0;2986862;1;198308;3;2,33;B;C;2,7;C
2019;7625;2;LICEO INDUSTRIAL PUERTO MONTT;10;101;10101;PUERTO MONTT;101;LLANQUIHUE;2;1;0;18573726;2;198309;4;2,3;B;C;2,68;C
2019;9590;7;ESCUELA BELGICA;13;131;13111;LA GRANJA;132;SANTIAGO SUR;2;1;0;12699909;2;198309;1;1,85;I;E;2,41;B
2019;25624;2;ESC. BAS. Y ESP. NUEVA INTEGRAL ALTAZOR;13;136;13605;PEÑAFLOR;135;TALAGANTE;3;2;0;11126382;2;198309;2;2,15;B;D;-1;N/A
2019;17785;7;ESCUELA VILLA CENTINELA SUR;8;81;8110;TALCAHUANO;83;CONCEPCIÓN;2;1;0;17967531;2;198309;2;2,35;B;C;2,91;C
2019;5088;1;ESCUELA PABLO NERUDA;8;82;8205;CURANILAHUE;84;ARAUCO;2;1;0;5963620;2;198401;1;2,3;B;C;2,88;C
2019;4724;4;ESCUELA BASICA LA DAMA BLANCA;8;81;8110;TALCAHUANO;83;CONCEPCIÓN;2;1;0;22449156;2;198402;3;2,9;C;B;3,34;D
2019;4348;6;ESCUELA BASICA EL ESFUERZO;8;83;8309;QUILLECO;82;BIOBÍO;2;1;1;1361738;1;198403;3;2,45;B;C;2,87;C
2019;434;0;ESCUELA SAN VICENTE DE PAUL;3;31;3101;COPIAPÓ;31;COPIAPÓ;3;2;0;18189503;2;198307;1;2,4;B;C;-1;N/A
2019;10151;6;COLEGIO CRISTIAN AND CAREN SCHOOL;13;131;13103;CERRO NAVIA;134;SANTIAGO PONIENTE;3;2;0;3944982;2;198310;1;1,85;I;E;-1;N/A
2019;614;9;ESCUELA PRESIDENTE ANIBAL PINTO;4;41;4102;COQUIMBO;41;ELQUI;6;5;0;24484272;2;198312;5;1,88;I;E;2,43;B
2019;13576;3;LICEO TECNICO PROFESIONAL EDUCADOR JUAN BAUTISTA DE LA SALLE;4;41;4101;LA SERENA;41;ELQUI;1;1;0;17918069;2;198403;5;2,3;B;C;2,68;C
2019;618;1;ESCUELA SANTO TOMAS DE AQUINO;4;41;4102;COQUIMBO;41;ELQUI;6;5;0;18379514;2;198403;5;2,1;B;D;2,36;B
2019;13558;5;INSTITUTO DE ADM. Y COMERCIO ESTADO DE ISRAEL;4;41;4102;COQUIMBO;41;ELQUI;6;5;0;5663991;2;198403;4;2,74;C;B;2,94;C
2019;526;6;COLEGIO JOSE MANUEL BALMACEDA;4;41;4101;LA SERENA;41;ELQUI;1;1;0;12072387;2;198404;5;2,73;C;B;2,94;C
2019;3090;2;ESCUELA EL COLORADO;7;71;7109;SAN CLEMENTE;72;TALCA;2;1;1;24876849;1;198305;3;1,7;I;E;2,42;B
2019;3096;1;ESCUELA LOS ALMENDROS;7;71;7109;SAN CLEMENTE;72;TALCA;2;1;1;23723922;2;198306;3;1,78;I;E;2,27;B
2019;16580;8;ESC. PASO INTERNACIONAL PEHUENCHE;7;71;7109;SAN CLEMENTE;72;TALCA;2;1;0;22571138;2;198307;3;2,03;B;D;2,62;C
2019;2947;5;ESCUELA LAS ARAUCARIAS;7;71;7101;TALCA;72;TALCA;2;1;0;20434915;2;198307;5;2,23;B;D;2,64;C
2019;2993;9;COLEGIO MARIA RAQUEL;7;71;7101;TALCA;72;TALCA;3;2;0;6015062;2;198308;2;2,2;B;D;-1;N/A
2019;16443;7;CENTRO INTEGRAL EDUCACION TALCA;7;71;7101;TALCA;72;TALCA;3;2;0;17864883;1;198308;4;2,15;B;D;-1;N/A
2019;2964;5;ESCUELA LAS AMERICAS;7;71;7101;TALCA;72;TALCA;2;1;0;2202876;1;198308;3;2,66;C;B;3,1;D
2019;11342;5;ESCUELA CARLOS TRUPP WANNER;7;71;7101;TALCA;72;TALCA;2;1;0;12681889;2;198309;2;2,28;B;C;2,97;C
2019;3448;7;ESCUELA SANTA ISABEL;7;74;7405;RETIRO;73;LINARES;2;1;1;20551005;2;198311;3;2,53;C;B;2,82;C
2019;3621;8;ESCUELA SAN AMBROSIO;7;72;7202;CHANCO;74;CAUQUENES;2;1;0;12106715;1;198311;3;2,4;B;C;2,74;C
2019;16587;5;LICEO POLIVALENTE SAGRADA FAMILIA;7;73;7307;SAGRADA FAMILIA;71;CURICÓ;2;1;0;9161851;2;198312;4;2,2;B;D;2,62;C
2019;3017;1;ESCUELA SAN RAFAEL;7;71;7110;SAN RAFAEL;72;TALCA;2;1;0;9897728;2;198306;1;2,1;B;D;2,76;C
2019;4140;8;LICEO BICENTENARIO DE EXCELENCIA POLIVALENTE SAN NICOLÁS;16;163;16305;SAN NICOLÁS;81;ÑUBLE;2;1;0;22068262;1;198402;4;2,28;B;C;2,67;C
2019;3207;7;ESCUELA PEDRO ANTONIO GONZALEZ;7;71;7103;CUREPTO;72;TALCA;2;1;0;5179972;2;198306;3;2,75;C;B;3,05;D
2019;2942;4;ESCUELA JUAN LUIS SANFUENTES;7;71;7101;TALCA;72;TALCA;2;1;0;4790653;2;198403;5;2,15;B;D;2,59;C
2019;5106;3;ESCUELA FELIX EYHERAMENDY;8;82;8206;LOS ÁLAMOS;84;ARAUCO;2;1;0;3824572;2;198403;2;2,41;B;C;2,75;C
2019;2965;3;ESCUELA COOPERATIVA LIRCAY MANUEL YAÑEZ OLAVE;7;71;7101;TALCA;72;TALCA;2;1;0;11733931;1;198404;3;2,25;B;D;2,95;C
2019;2748;0;ESCUELA REPUBLICA ARGENTINA;7;73;7301;CURICÓ;71;CURICÓ;2;1;0;22011300;2;198405;5;1,93;I;E;2,46;B
2019;7050;5;ESCUELA MARIA ALVARADO GARAY;14;141;14108;PANGUIPULLI;141;VALDIVIA;1;1;0;7837324;2;198303;3;2,62;C;B;3,17;D
2019;7125;0;ESCUELA PARTICULAR PADRE BERGER;14;141;14108;PANGUIPULLI;141;VALDIVIA;3;2;1;3220813;2;198310;2;2,33;B;C;-1;N/A
2019;22265;8;GREEN COUNTRY SCHOOL;10;103;10301;OSORNO;103;OSORNO;3;2;0;7492603;2;198311;2;2,6;C;B;-1;N/A
2019;3401;0;ESCUELA EL LIBERTADOR;7;74;7404;PARRAL;73;LINARES;2;1;1;7075688;1;198305;3;2,53;C;B;2,77;C
2019;4312;5;ESCUELA ALEJANDRO PEREZ URBANO;8;83;8312;TUCAPEL;82;BIOBÍO;2;1;1;20415204;2;198306;3;2,45;B;C;3,07;D
2019;10696;8;LICEO TALAGANTE;13;136;13601;TALAGANTE;135;TALAGANTE;1;1;0;3094117;2;198306;2;2,63;C;B;2,88;C
2019;6107;7;ESCUELA CONQUIL;9;91;9120;VILLARRICA;93;CAUTÍN SUR;2;1;1;24499555;2;198307;5;2,36;B;C;2,82;C
2019;24428;7;ESCUELA BÁSICA PARTICULAR ARCÁNGEL DE MARÍA;13;131;13112;LA PINTANA;136;CORDILLERA;3;2;0;2806696;2;198307;2;2,5;B;C;-1;N/A
2019;8487;5;LICEO JAVIERA CARRERA;13;131;13101;SANTIAGO;131;SANTIAGO CENTRO;2;1;0;17760320;2;198307;4;2,33;B;C;2,9;C
2019;10359;4;ESCUELA PART. SANTA LUISA DE MARILLAC;13;131;13107;HUECHURABA;137;SANTIAGO NORTE;3;2;0;8955685;2;198308;1;2,22;B;D;-1;N/A
2019;10407;8;ESCUELA BASICA ALGARROBAL;13;133;13301;COLINA;137;SANTIAGO NORTE;1;1;1;5925588;2;198309;3;2,28;B;C;2,77;C
2019;10267;9;ESCUELA ESCRITORA MARCELA PAZ;13;131;13127;RECOLETA;137;SANTIAGO NORTE;2;1;0;19827228;2;198308;1;2,4;B;C;2,54;C
2019;24885;1;COLEGIO KING SCHOOL CORDILLERA;13;131;13112;LA PINTANA;136;CORDILLERA;3;2;0;13418089;2;198309;1;1,95;I;E;-1;N/A
2019;26157;2;LICEO MUNICIPAL DE BATUCO;13;133;13302;LAMPA;137;SANTIAGO NORTE;1;1;0;2663997;2;198309;4;2,28;B;C;2,87;C
2019;1895;3;LICEO TECNICO PROFESIONAL MANNHEIM;5;58;5801;QUILPUÉ;53;VALPARAÍSO;1;1;0;5334480;2;198309;4;2,6;C;B;2,66;C
2019;10279;2;ESCUELA ALLIPEN;13;131;13104;CONCHALÍ;137;SANTIAGO NORTE;1;1;0;19292086;2;198310;2;2,4;B;C;2,74;C
2019;25592;0;INSTITUTO SAN MIGUEL;13;133;13301;COLINA;137;SANTIAGO NORTE;1;1;0;19826676;2;198311;7;2,12;B;D;2,47;B
2019;8485;9;LICEO INSTITUTO NACIONAL;13;131;13101;SANTIAGO;131;SANTIAGO CENTRO;2;1;0;7008824;2;198311;4;2,2;B;D;2,52;C
2019;1183;5;LICEO DE ZAPALLAR;5;54;5405;ZAPALLAR;51;QUILLOTA;2;1;0;9363441;2;198311;4;2,53;C;B;2,82;C
2019;16843;2;LICEO TECNICO PROFESIONAL PEOPLE HELP PEOPLE DE PANGUIPULLI;14;141;14108;PANGUIPULLI;141;VALDIVIA;3;2;0;21602579;2;198310;4;2,56;C;B;-1;N/A
2019;9872;8;ESCUELA BASICA PROF.RAMON DEL RIO;13;131;13106;ESTACIÓN CENTRAL;134;SANTIAGO PONIENTE;2;1;0;21966291;2;198401;2;2,88;C;B;2,83;C
2019;9780;2;COLEGIO TENIENTE DAGOBERTO GODOY;13;131;13105;EL BOSQUE;132;SANTIAGO SUR;3;2;0;2841335;2;198401;2;2,35;B;C;-1;N/A
2019;10422;1;ESCUELA BASICA CACIQUE COLIN;13;133;13302;LAMPA;137;SANTIAGO NORTE;1;1;1;6983538;2;198402;2;2,55;C;B;2,93;C
2019;8546;4;ESC.BAS.BILINGUE REPUBLICA DEL PARAGUAY;13;131;13127;RECOLETA;137;SANTIAGO NORTE;2;1;0;5814497;2;198402;3;2,05;B;D;2,53;C
2019;10081;1;ESCUELA ESTRELLA DE CHILE;13;131;13124;PUDAHUEL;134;SANTIAGO PONIENTE;6;5;0;10073739;2;198403;5;2,1;B;D;2,56;C
2019;10675;5;ESCUELA  LAS COLONIAS;13;134;13404;PAINE;132;SANTIAGO SUR;2;1;1;6885099;1;198405;3;2,1;B;D;2,46;B
2019;7941;3;LICEO CARLOS IBAÑEZ DEL CAMPO;10;101;10104;FRESIA;101;LLANQUIHUE;2;1;0;17423652;2;198405;7;2,5;B;C;2,8;C
2019;11926;1;ESCUELA BASICA PARTICULAR ROQUER;13;131;13128;RENCA;134;SANTIAGO PONIENTE;3;2;0;10817040;2;198409;2;2,38;B;C;-1;N/A
2019;7738;0;ESCUELA RURAL HARDY MINTE BARTSCH;10;101;10109;PUERTO VARAS;101;LLANQUIHUE;2;1;1;23561410;2;198409;2;2,3;B;C;2,68;C
2019;8576;6;ESCUELA BASICA REYES CATOLICOS;13;131;13101;SANTIAGO;131;SANTIAGO CENTRO;2;1;0;7037417;2;198410;3;2,25;B;D;2,75;C
2019;8491;3;LICEO DE APLICACION RECTOR JORGE E SCHNE;13;131;13101;SANTIAGO;131;SANTIAGO CENTRO;2;1;0;21457244;2;198410;6;2,28;B;C;2,67;C
2019;418;9;ESCUELA ISABEL PENA MORALES;3;31;3101;COPIAPÓ;31;COPIAPÓ;2;1;0;9463712;2;198311;3;2,27;B;C;2,76;C
2019;13145;8;LICEO TECNOLOGICO DE COPIAPO;3;31;3101;COPIAPÓ;31;COPIAPÓ;2;1;0;6158941;1;198311;4;2,1;B;D;2,56;C
2019;13133;4;ESCUELA MANUEL RODRIGUEZ;3;31;3101;COPIAPÓ;31;COPIAPÓ;2;1;0;918588;2;198312;1;2,25;B;D;2,55;C
2019;407;3;ESCUELA JESUS FERNANDEZ HIDALGO;3;31;3101;COPIAPÓ;31;COPIAPÓ;2;1;0;8483882;2;198404;2;2,2;B;D;2,52;C
2019;4585;3;LICEO REBECA MATTE BELLO;8;81;8101;CONCEPCIÓN;83;CONCEPCIÓN;2;1;0;24391493;1;198306;3;2,1;B;D;2,56;C
2019;4404;0;LICEO MIGUEL ÁNGEL CERDA LEIVA;8;83;8305;MULCHÉN;82;BIOBÍO;2;1;0;3292194;2;198310;4;2,03;B;D;2,52;C
2019;4902;6;ESCUELA CARLOS ALBERTO FERNÁNDEZ CASTILLO;8;81;8105;HUALQUI;83;CONCEPCIÓN;2;1;1;3190746;1;198310;3;2,35;B;C;2,91;C
2019;4393;1;ESCUELA BASICA RUCALHUE;8;83;8308;QUILACO;82;BIOBÍO;2;1;1;6338364;2;198310;3;2,71;C;B;3,03;D
2019;4589;6;LICEO LUCERO GONZALEZ;8;81;8101;CONCEPCIÓN;83;CONCEPCIÓN;2;1;0;14307477;1;198401;3;2;B;D;2,4;B
2019;4750;3;ESCUELA SANTA CLARA;8;81;8110;TALCAHUANO;83;CONCEPCIÓN;2;1;0;23560833;2;198402;3;2,38;B;C;2,73;C
2019;4588;8;COLEGIO JUAN GREGORIO LAS HERAS;8;81;8101;CONCEPCIÓN;83;CONCEPCIÓN;2;1;0;21281808;2;198405;2;2,2;B;D;2,52;C
2019;4140;8;LICEO BICENTENARIO DE EXCELENCIA POLIVALENTE SAN NICOLÁS;16;163;16305;SAN NICOLÁS;81;ÑUBLE;2;1;0;18178554;2;198405;4;2,3;B;C;2,78;C
2019;4670;1;ESCUELA PARTICULAR EL NAZARENO;8;81;8101;CONCEPCIÓN;83;CONCEPCIÓN;3;2;0;17385147;2;198407;2;2,05;B;D;-1;N/A
2019;4999;9;ESCUELA BASICA RAMON FREIRE SERRANO;8;81;8102;CORONEL;83;CONCEPCIÓN;2;1;0;17183391;1;198406;3;2,28;B;C;2,67;C
2019;8828;5;LICEO SIMON BOLIVAR;13;131;13114;LAS CONDES;133;SANTIAGO ORIENTE;1;1;0;10794003;2;198408;3;2,77;C;B;3,26;D
2019;10553;8;ESCUELA MARCIAL MARTINEZ FERRARI;13;131;13105;EL BOSQUE;132;SANTIAGO SUR;2;1;0;19078494;1;198304;3;2;B;D;2,3;B
2019;10307;1;ESCUELA RAFAEL VALDIVIESO;13;131;13127;RECOLETA;137;SANTIAGO NORTE;2;1;0;22626840;2;198306;2;2,55;C;B;2,83;C
2019;26099;1;ESCUELA DE PARV. MANZANITA;13;132;13201;PUENTE ALTO;136;CORDILLERA;3;2;0;830880;2;198307;1;1,4;I;E;-1;N/A
2019;9809;4;ESCUELA PARTICULAR SAINT PHILLIP OF NERY;13;131;13109;LA CISTERNA;132;SANTIAGO SUR;3;2;0;16751597;2;198308;2;2,03;B;D;-1;N/A
2019;9878;7;ESCUELA PRESIDENTE RIESCO ERRAZURIZ;13;131;13119;MAIPÚ;134;SANTIAGO PONIENTE;1;1;0;9476745;1;198308;2;2,3;B;C;2,88;C
2019;22418;9;ESCUELA BASICA KIMUN LAWAL;10;101;10101;PUERTO MONTT;101;LLANQUIHUE;2;1;0;3517757;2;198308;3;2,4;B;C;2,74;C
2019;25423;1;COLEGIO PARTICULAR IGNACIO SERRANO;13;134;13401;SAN BERNARDO;132;SANTIAGO SUR;3;2;0;4961265;2;198309;1;1,65;I;E;-1;N/A
2019;24444;9;LICEO INDUSTRIAL HARDWARE;13;134;13401;SAN BERNARDO;132;SANTIAGO SUR;1;1;0;3735185;1;198311;4;1,85;I;E;2,21;B
2019;24733;2;COLEGIO SAN ANDRES DE COLINA;13;133;13301;COLINA;137;SANTIAGO NORTE;3;2;0;20091880;2;198401;2;2,63;C;B;-1;N/A
2019;20042;5;ESC. PART. LUCILA GODOY ALCAYAGA;9;92;9201;ANGOL;91;MALLECO;3;2;0;4070566;2;198310;2;2,85;C;B;-1;N/A
2019;7637;6;ESCUELA N 7 ARABE-SIRIA;10;101;10101;PUERTO MONTT;101;LLANQUIHUE;2;1;0;965822;2;198403;5;2,05;B;D;2,13;B
2019;9598;2;ESCUELA MUNICIPAL VIOLETA PARRA;13;131;13112;LA PINTANA;136;CORDILLERA;2;1;0;20366762;2;198404;3;2,44;B;C;2,96;C
2019;10571;6;ESCUELA ESCRITORA  MARCELA PAZ;13;134;13401;SAN BERNARDO;132;SANTIAGO SUR;1;1;0;5716230;2;198405;3;1,83;I;E;2,3;B
2019;20376;9;COLEGIO NUEVA ALERCE;10;101;10101;PUERTO MONTT;101;LLANQUIHUE;2;1;0;15777099;2;198406;5;2,65;C;B;2,89;C
2019;6755;5;LICEO INDUSTRIAL VALDIVIA;14;141;14101;VALDIVIA;141;VALDIVIA;2;1;0;12921348;2;198407;5;2,05;B;D;2,53;C
2019;10740;9;ESCUELA CHINIGUE EL CRISTO;13;136;13602;EL MONTE;135;TALAGANTE;2;1;1;23860846;2;198210;2;2,15;B;D;2,59;C
2019;10780;8;LICEO POLIV. HNOS. SOTOMAYOR BAEZA;13;135;13501;MELIPILLA;135;TALAGANTE;1;1;0;9170673;2;198308;6;2,55;C;B;2,53;C
2019;10837;5;ESCUELA BASICA F-N°738 LOS RULOS;13;135;13504;MARÍA PINTO;135;TALAGANTE;1;1;1;19778743;2;198309;3;2,45;B;C;2,77;C
2019;10837;5;ESCUELA BASICA F-N°738 LOS RULOS;13;135;13504;MARÍA PINTO;135;TALAGANTE;1;1;1;14886138;2;198310;3;2,75;C;B;2,85;C
2019;10805;7;ESCUELA PUANGUE;13;135;13501;MELIPILLA;135;TALAGANTE;1;1;1;2777549;1;198402;3;1,8;I;E;2,08;B
2019;26213;7;COLEGIO O`HIGGINS;13;135;13501;MELIPILLA;135;TALAGANTE;3;2;0;22811705;2;198404;1;2,06;B;D;-1;N/A
2019;8564;2;ESCUELA BASICA REINO DE NORUEGA;13;131;13126;QUINTA NORMAL;134;SANTIAGO PONIENTE;2;1;0;13198146;2;198404;3;2,28;B;C;2,87;C
2019;25089;9;COLEGIO LOS JAZMINES;13;135;13501;MELIPILLA;135;TALAGANTE;1;1;0;4653645;2;198404;5;2,2;B;D;2,62;C
2019;4907;7;ESCUELA GOMERO;8;81;8105;HUALQUI;83;CONCEPCIÓN;2;1;1;21237600;2;198309;2;2,6;C;B;2,86;C
2019;4908;5;ESCUELA ALEJANDRO VARELA SANTA MARIA;8;81;8105;HUALQUI;83;CONCEPCIÓN;2;1;1;20805017;2;198404;2;2,75;C;B;3,15;D
2019;2825;8;ESCUELA AMERICA LATINA;7;73;7306;ROMERAL;71;CURICÓ;2;1;1;23621072;2;198309;3;2,25;B;D;2,95;C
2019;3039;2;ESCUELA ODESSA;7;71;7108;RÍO CLARO;72;TALCA;2;1;1;24806087;2;198404;5;1,9;I;E;2,44;B
2019;31432;3;LICEO ALTO CORDILLERA DE LA FLORIDA;13;131;13110;LA FLORIDA;136;CORDILLERA;1;1;0;7456443;2;198402;4;2,78;C;B;3,07;D
2019;20016;6;COLEGIO DE APLICACION;9;91;9101;TEMUCO;92;CAUTÍN NORTE;3;2;0;19120058;2;198308;4;3;C;B;-1;N/A
2019;4204;8;ESCUELA BASICA MILLANTU;8;83;8301;LOS ÁNGELES;82;BIOBÍO;2;1;1;21516937;2;198312;1;1,88;I;E;2,23;B
2019;4194;7;ESCUELA BASICA LA QUEBRADA;8;83;8301;LOS ÁNGELES;82;BIOBÍO;2;1;1;24101345;2;198404;5;2,16;B;D;2,6;C
2019;4324;9;LICEO DOCTOR VÍCTOR RÍOS RUIZ;8;83;8302;ANTUCO;82;BIOBÍO;2;1;0;2739085;2;198405;1;2,25;B;D;2,65;C
2019;4190;4;LICEO SANTA FE;8;83;8301;LOS ÁNGELES;82;BIOBÍO;2;1;1;14055965;2;198405;5;2,05;B;D;2,63;C
2019;4171;8;ESCUELA COLONIA ARABE;8;83;8301;LOS ÁNGELES;82;BIOBÍO;2;1;0;19641957;1;198407;3;1,88;I;E;2,23;B
2019;4306;0;ESCUELA EL PROGRESO;8;83;8303;CABRERO;82;BIOBÍO;2;1;1;16798391;2;198501;2;2,08;B;D;2,55;C
2019;5797;5;ESCUELA PARTICULAR REPOCURA;9;91;9112;PADRE LAS CASAS;93;CAUTÍN SUR;3;2;1;13407637;2;198503;1;1,78;I;E;-1;N/A
2019;4195;5;LICEO AGROINDUSTRIAL LLANO BLANCO;8;83;8301;LOS ÁNGELES;82;BIOBÍO;2;1;1;22054567;1;198503;3;2,7;C;B;3,02;D
2019;4165;3;LICEO INDUSTRIAL SAMUEL VIVANCO PARADA;8;83;8301;LOS ÁNGELES;82;BIOBÍO;2;1;0;13407636;2;198505;4;2,5;B;C;3;C
2019;4575;6;ESCUELA BASICA JOHN F. KENNEDY;8;81;8103;CHIGUAYANTE;83;CONCEPCIÓN;2;1;0;4862402;2;198303;2;2,2;B;D;2,62;C
2019;4207;2;ESCUELA BÁSICA LA RINCONADA DEL SALTO;8;83;8301;LOS ÁNGELES;82;BIOBÍO;2;1;1;22947837;2;198303;3;2,28;B;C;2,77;C
2019;4174;2;ESCUELA HOGAR NIEVES VASQUEZ PALACIOS;8;83;8301;LOS ÁNGELES;82;BIOBÍO;2;1;0;9265258;1;198303;3;2,27;B;C;2,66;C
2019;4201;3;ESCUELA BÁSICA HITILHUE;8;83;8301;LOS ÁNGELES;82;BIOBÍO;2;1;1;24549488;2;198303;1;2,2;B;D;2,62;C
2019;4195;5;LICEO AGROINDUSTRIAL LLANO BLANCO;8;83;8301;LOS ÁNGELES;82;BIOBÍO;2;1;1;16480919;2;198008;5;2,5;B;C;2,9;C
2019;6925;6;COLEGIO SANTA ELISA;14;141;14103;LANCO;141;VALDIVIA;3;2;1;6249957;2;198305;4;2,8;C;B;-1;N/A
2019;4482;2;ESCUELA NIVEQUETEN;8;83;8304;LAJA;82;BIOBÍO;2;1;0;22906191;2;198306;2;2,95;C;B;2,97;C
2019;5375;9;ESCUELA BASICA SALVADOR ALLENDE;9;92;9204;ERCILLA;91;MALLECO;2;1;0;5542268;2;198308;5;2,15;B;D;2,79;C
2019;4443;1;ESCUELA SAN BERNARDINO DE SENA;8;83;8305;MULCHÉN;82;BIOBÍO;3;2;0;10263008;1;198308;2;2,7;C;B;-1;N/A
2019;11711;0;ESCUELA LUIS MARTÍNEZ GONZÁLEZ;8;83;8312;TUCAPEL;82;BIOBÍO;2;1;0;5558137;1;198308;3;2,25;B;D;2,85;C
2019;4310;9;LICEO TUCAPEL;8;83;8312;TUCAPEL;82;BIOBÍO;2;1;0;3336572;2;198307;3;2,38;B;C;3,03;D
2019;10254;7;CENTRO EDUCACIONAL JOSE MIGUEL CARRERA;13;131;13127;RECOLETA;137;SANTIAGO NORTE;2;1;0;131202;2;198309;4;2,75;C;B;3,15;D
2019;4204;8;ESCUELA BASICA MILLANTU;8;83;8301;LOS ÁNGELES;82;BIOBÍO;2;1;1;21551287;1;198311;3;2,03;B;D;2,52;C
2019;4174;2;ESCUELA HOGAR NIEVES VASQUEZ PALACIOS;8;83;8301;LOS ÁNGELES;82;BIOBÍO;2;1;0;15041173;1;198311;5;2,1;B;D;2,56;C
2019;4189;0;ESCUELA BASICA 11 DE SEPTIEMBRE;8;83;8301;LOS ÁNGELES;82;BIOBÍO;2;1;0;21942953;2;198401;1;2,35;B;C;2,81;C
2019;4207;2;ESCUELA BÁSICA LA RINCONADA DEL SALTO;8;83;8301;LOS ÁNGELES;82;BIOBÍO;2;1;1;18305327;1;198402;3;2,38;B;C;2,83;C
2019;4331;1;LICEO FRANCISCO BASCUNAN GUERRERO;8;83;8309;QUILLECO;82;BIOBÍO;2;1;0;24612697;2;198402;3;2,5;B;C;3;C
2019;2741;3;ESCUELA ERNESTO CASTRO ARELLANO;7;73;7301;CURICÓ;71;CURICÓ;2;1;0;22375422;1;198305;3;2,72;C;B;2,63;C
2019;2745;6;ESCUELA CATALUNA;7;73;7301;CURICÓ;71;CURICÓ;2;1;0;8866148;2;198307;2;2,4;B;C;2,74;C
2019;2744;8;ESCUELA ESPANA;7;73;7301;CURICÓ;71;CURICÓ;2;1;0;16443139;2;198307;5;2,33;B;C;2,8;C
2019;2742;1;COLEGIO URUGUAY;7;73;7301;CURICÓ;71;CURICÓ;2;1;0;3526518;2;198309;2;2,08;B;D;2,55;C
2019;2877;0;ESCUELA LA HIGUERILLA;7;73;7307;SAGRADA FAMILIA;71;CURICÓ;2;1;1;18826958;1;198308;3;2,1;B;D;2,56;C
2019;2847;9;ESCUELA CASA BLANCA;7;73;7304;MOLINA;71;CURICÓ;2;1;1;14121920;2;198309;3;2,18;B;D;2,61;C
2019;2840;1;ESCUELA SUPERIOR DE MOLINA;7;73;7304;MOLINA;71;CURICÓ;2;1;0;7351653;2;198310;3;1,82;I;E;2,19;B
